"patch1","patch2","dS","dL"
"habit22.2","habit21.4",0.58472662523111,2.7894549
"habit22.2","habit22.4",0.991603432242104,3.8770141
"habit22.2","exp1.7",0.339155302531997,1.9966154
"habit22.2","exp2.7",1.63366585049917,5.7453915
"habit22.2","exp3.7",0.590240755825521,6.0981374
"habit22.2","exp4.7",0.568764351597069,2.5213717
"habit22.2","exp5.7",2.44787519264129,10.022807
"habit22.2","exp6.7",1.63095251256792,5.2476925
"habit22.2","exp7.7",0.879984512386824,3.3971285
"habit22.2","exp8.7",1.98519212370311,3.9778204
"habit22.2","exp9.7",0.468324388123441,1.8255455
"habit22.2","exp10.7",2.778602636023,0.0420541
"habit22.2","exp11.7",0.39236671909391,0.8177118
"habit22.2","exp12.7",1.9084481496134,4.0102709
"habit22.2","exp13.7",1.48024269639565,1.4657265
"habit22.2","exp14.7",1.84285811177396,1.4170235
"habit22.2","exp15.7",3.06601346015476,0.5947604
"habit22.2","exp16.7",1.28128889269405,3.4215265
"habit22.2","exp17.7",0.575019449359673,4.7739802
"habit22.2","exp18.7",1.31224784147882,4.5870123
"habit22.2","exp19.7",0.614764853679231,0.4852656
"habit22.2","exp20.7",0.183453422492168,4.6344396
"habit22.2","exp21.7",1.51443692566642,3.3977305
"habit22.2","exp22.7",1.32445194079137,0.873753
"habit22.2","exp1.8",0.215257549279806,4.7402731
"habit22.2","exp2.8",1.98483922263719,4.6478631
"habit22.2","exp3.8",1.15239239131779,5.0219234
"habit22.2","exp4.8",0.456895251530336,0.5636732
"habit22.2","exp5.8",1.34619854471558,3.5771351
"habit22.2","exp6.8",1.83325016580886,4.5638681
"habit22.2","exp7.8",0.495864144479476,1.4267395
"habit22.2","exp8.8",0.748053270052254,0.5951631
"habit22.2","exp9.8",1.09316995760202,2.9653836
"habit22.2","exp10.8",1.93304785661262,2.3676179
"habit22.2","exp11.8",0.964670462680749,5.0215188
"habit22.2","exp12.8",1.00996182759942,4.1890253
"habit22.2","exp13.8",0.539910599916891,1.7548013
"habit22.2","exp14.8",1.4151824209954,1.8274452
"habit22.2","exp15.8",0.258528428368862,1.9777951
"habit22.2","exp16.8",1.76651317629697,3.3455661
"habit22.2","exp17.8",1.12681850797985,4.4363116
"habit22.2","exp18.8",3.54980314988455,11.9205463
"habit22.2","exp19.8",0.943963379498843,4.4574182
"habit22.2","exp20.8",0.821491577312046,0.9823489
"habit22.2","exp21.8",0.290967425297795,0.1409738
"habit22.2","exp22.8",2.47429098872334,0.1825394
"habit22.2","exp1.9",1.01555338071923,5.8682623
"habit22.2","exp2.9",3.45707204276629,8.4431428
"habit22.2","exp3.9",0.827456063357621,3.8397472
"habit22.2","exp4.9",0.353349776198434,2.8772041
"habit22.2","exp5.9",1.60687260675695,0.0521661
"habit22.2","exp6.9",1.7068858969989,3.0192405
"habit22.2","exp7.9",0.14917158573306,3.0938822
"habit22.2","exp8.9",1.47465219312084,0.2316146
"habit22.2","exp9.9",0.499435870129782,0.1067414
"habit22.2","exp10.9",2.56534908733274,0.1952534
"habit22.2","exp11.9",1.14325418603667,4.6591444
"habit22.2","exp12.9",0.941808138449552,1.4657084
"habit22.2","exp13.9",1.38200397957325,0.1149858
"habit22.2","exp14.9",2.79040060835241,6.8788664
"habit22.2","exp15.9",0.270957435401187,0.2774698
"habit22.2","exp16.9",0.255467364220156,2.2024094
"habit22.2","exp17.9",1.02717738085131,6.0514757
"habit22.2","exp18.9",0.466881880241356,6.7034102
"habit22.2","exp19.9",0.23088360972295,2.3302333
"habit22.2","exp20.9",1.5293660804063,2.4252563
"habit22.2","exp21.9",1.54586050862978,1.1148444
"habit22.2","exp22.9",0.614493973620131,0.0937843
"habit22.2","exp1.10",2.23296190535876,8.1476508
"habit22.2","exp2.10",4.4976945126453,6.1668543
"habit22.2","exp3.10",2.38223779547639,7.1425963
"habit22.2","exp4.10",0.907500827172075,4.8598684
"habit22.2","exp5.10",0.781415898536073,4.2456809
"habit22.2","exp6.10",1.40879836863249,3.8583328
"habit22.2","exp7.10",1.88290075846125,3.3090168
"habit22.2","exp8.10",1.07661775141007,0.4135121
"habit22.2","exp9.10",0.294296816572084,3.5438986
"habit22.2","exp10.10",2.44571092225417,3.2617041
"habit22.2","exp11.10",3.00866757248117,0.6600239
"habit22.2","exp12.10",1.39455721136738,3.7234524
"habit22.2","exp13.10",1.90989261275877,4.7021765
"habit22.2","exp14.10",2.89487312555435,8.2019512
"habit22.2","exp15.10",2.34727712094264,0.2017144
"habit22.2","exp16.10",0.351803443796744,0.6290842
"habit22.2","exp17.10",1.93731474242126,3.0447953
"habit22.2","exp18.10",3.19648515000821,0.8863071
"habit22.2","exp19.10",2.99556314227384,8.4509445
"habit22.2","exp20.10",0.207206255295439,1.9368783
"habit22.2","exp21.10",0.870390609678866,1.0405907
"habit22.2","exp22.10",1.22521880234675,0.1216822
"habit22.2","exp1.11",0.340752533954468,1.5290564
"habit22.2","exp2.11",3.02504173737051,8.7989272
"habit22.2","exp3.11",3.70309516607145,8.7440528
"habit22.2","exp4.11",2.13190086710176,2.7152542
"habit22.2","exp5.11",1.85391895194665,4.3736972
"habit22.2","exp6.11",0.427961863989001,2.031993
"habit22.2","exp7.11",1.84737571757763,7.3508676
"habit22.2","exp8.11",3.97438173623491,1.2701662
"habit22.2","exp9.11",0.971149984818458,0.6950357
"habit22.2","exp10.11",2.80544838866202,4.9129366
"habit22.2","exp11.11",3.20636309438445,4.5540788
"habit22.2","exp12.11",1.27405847163993,1.1797345
"habit22.2","exp13.11",4.25716318057831,0.0831469
"habit22.2","exp14.11",1.61678160060571,8.7039572
"habit22.2","exp15.11",1.52258954017717,4.4233224
"habit22.2","exp16.11",1.89971379238974,4.3432738
"habit22.2","exp17.11",1.36612846467437,3.7509133
"habit22.2","exp18.11",0.668560197986126,4.2609956
"habit22.2","exp19.11",4.76647506148322,5.4705378
"habit22.2","exp20.11",1.7401996781616,4.5082644
"habit22.2","exp21.11",3.06807625241781,0.4765635
"habit22.2","exp22.11",0.532989172188376,2.5863302
"habit22.2","exp1.14",1.09840800303415,0.711805
"habit22.2","exp2.14",4.39944732365391,9.1433088
"habit22.2","exp3.14",1.27828591561549,0.3266492
"habit22.2","exp4.14",1.40403548661942,0.0046371
"habit22.2","exp5.14",2.4616187295882,2.4665249
"habit22.2","exp6.14",0.53351748999883,2.0764254
"habit22.2","exp7.14",1.60951459822625,9.8169682
"habit22.2","exp8.14",1.72557736960189,2.3191018
"habit22.2","exp9.14",0.50337820430022,6.2858749
"habit22.2","exp10.14",2.64046384533885,3.7759644
"habit22.2","exp11.14",1.53910412073737,4.8898093
"habit22.2","exp12.14",1.13622030148129,0.9058732
"habit22.2","exp13.14",0.867640007992803,8.5154204
"habit22.2","exp14.14",1.96443451622822,12.5673424
"habit22.2","exp15.14",1.58185562876525,7.2578805
"habit22.2","exp16.14",0.413565278201496,3.3374279
"habit22.2","exp17.14",2.53424658814319,0.6090373
"habit22.2","exp18.14",1.21552562610723,9.7547289
"habit22.2","exp19.14",1.64988177182393,10.2210209
"habit22.2","exp20.14",0.291705419216279,3.8685799
"habit22.2","exp21.14",1.18243308093185,0.2863516
"habit22.2","exp22.14",4.46882112036492,1.0733313
"habit1.3","habit2.3",0.674538564623265,1.4215526
"habit1.3","habit3.3",1.44566385301938,7.7210706
"habit1.3","habit4.3",0.349894554206909,3.4164067
"habit1.3","habit5.3",0.682807864106062,0.1805108
"habit1.3","habit6.3",0.711822517319875,0.834547
"habit1.3","habit7.3",0.285925281536822,1.4455665
"habit1.3","habit8.3",0.331957234311611,0.5586228
"habit1.3","habit9.3",1.42718168372039,6.5527668
"habit1.3","habit10.3",0.666315525505239,0.8102326
"habit1.3","habit11.3",0.469877019475332,1.6846995
"habit1.3","habit12.3",0.372062956805334,3.139816
"habit1.3","habit13.3",2.30627503715314,2.7329071
"habit1.3","habit14.3",0.148605464438039,3.9170273
"habit1.3","habit15.3",1.23069952998334,1.7068113
"habit1.3","habit16.3",2.0711875962422,0.6250804
"habit1.3","habit17.3",0.44685313100038,6.9600087
"habit1.3","habit18.3",1.36889811994482,0.1368537
"habit1.3","habit19.3",0.429798390240612,1.5345408
"habit1.3","habit20.3",1.29698872175655,1.9773187
"habit1.3","habit21.3",0.798346343352968,1.4504901
"habit1.3","habit22.3",1.89071522776662,0.2232497
"habit1.3","habit1.4",0.753178256501714,0.844578
"habit1.3","habit2.4",0.841896026475082,3.1579542
"habit1.3","habit3.4",1.79287828029053,0.8588095
"habit1.3","habit4.4",1.82908344746533,4.0577317
"habit1.3","habit5.4",1.08849972005189,0.9440709
"habit1.3","habit6.4",0.755176895140558,1.3233268
"habit1.3","habit7.4",0.667062793589865,0.9853234
"habit1.3","habit8.4",0.720790198740999,2.3807406
"habit1.3","habit9.4",1.26849390569502,0.3373389
"habit1.3","habit10.4",0.318746869820622,1.8937197
"habit1.3","habit11.4",0.395878430950378,3.4716759
"habit1.3","habit12.4",1.30757992077628,2.5505344
"habit1.3","habit13.4",0.513739097050633,2.9254005
"habit1.3","habit14.4",0.352509561404212,1.7151507
"habit1.3","habit15.4",3.13678028967497,0.9627072
"habit1.3","habit16.4",0.678743093404965,0.4207398
"habit1.3","habit17.4",0.638922320615431,1.2793127
"habit1.3","habit18.4",1.78637124504578,0.6608756
"habit1.3","habit19.4",1.72408884579329,0.2668289
"habit1.3","habit20.4",1.8845599322426,1.8907282
"habit1.3","habit21.4",1.68831655942431,3.8798044
"habit1.3","habit22.4",0.391366188975099,4.9673636
"habit1.3","exp1.7",1.44812184539085,3.0869648
"habit1.3","exp2.7",0.71658724334104,4.655042
"habit1.3","exp3.7",1.06306034829946,7.1884869
"habit1.3","exp4.7",1.53680482879509,3.6117212
"habit1.3","exp5.7",1.40608544516041,11.1131565
"habit1.3","exp6.7",0.624166495068256,6.338042
"habit1.3","exp7.7",0.484250869638327,4.4874779
"habit1.3","exp8.7",1.22019056488351,5.0681699
"habit1.3","exp9.7",1.34775189965199,2.915895
"habit1.3","exp10.7",1.69313740978575,1.1324036
"habit1.3","exp11.7",1.49236820426932,1.9080613
"habit1.3","exp12.7",0.939825605933909,5.1006204
"habit1.3","exp13.7",0.55848280247346,2.556076
"habit1.3","exp14.7",0.818456388930182,0.326674
"habit1.3","exp15.7",4.10977218601679,0.4955891
"habit1.3","exp16.7",2.13043743080382,2.331177
"habit1.3","exp17.7",1.02099706193373,5.8643297
"habit1.3","exp18.7",0.276537996247753,3.4966628
"habit1.3","exp19.7",0.656294780389998,1.5756151
"habit1.3","exp20.7",1.31183903397899,3.5440901
"habit1.3","exp21.7",2.64314106837121,4.48808
"habit1.3","exp22.7",2.43366278947974,0.2165965
"habit1.3","exp1.8",0.929682206920807,5.8306225
"habit1.3","exp2.8",0.963989664002954,3.5575136
"habit1.3","exp3.8",0.441465137577408,6.1122729
"habit1.3","exp4.8",1.35608445945505,1.6540227
"habit1.3","exp5.8",2.27418724032249,4.6674846
"habit1.3","exp6.8",0.769456370538481,5.6542176
"habit1.3","exp7.8",0.65818723996445,0.33639
"habit1.3","exp8.8",1.88717198423038,0.4951864
"habit1.3","exp9.8",1.82582804940131,4.0557331
"habit1.3","exp10.8",0.860714027209399,1.2772684
"habit1.3","exp11.8",0.692808924356376,3.9311693
"habit1.3","exp12.8",0.593952063622832,5.2793748
"habit1.3","exp13.8",1.60519358977957,0.6644519
"habit1.3","exp14.8",0.679547435413541,0.7370957
"habit1.3","exp15.8",1.08938866388217,3.0681446
"habit1.3","exp16.8",2.82590366705697,2.2552166
"habit1.3","exp17.8",1.86374550164206,5.5266611
"habit1.3","exp18.8",4.53292722334049,10.8301968
"habit1.3","exp19.8",0.560458862722721,3.3670687
"habit1.3","exp20.8",1.88705258258669,0.1080006
"habit1.3","exp21.8",1.0268345394595,1.2313233
"habit1.3","exp22.8",3.46749583409494,1.2728889
"habit1.3","exp1.9",2.07173137860915,6.9586118
"habit1.3","exp2.9",2.38027062651507,7.3527934
"habit1.3","exp3.9",1.69619281935559,4.9300967
"habit1.3","exp4.9",1.07393150968699,3.9675536
"habit1.3","exp5.9",2.59037137596521,1.1425155
"habit1.3","exp6.9",2.64585329604136,4.10959
"habit1.3","exp7.9",1.10282439788042,2.0035327
"habit1.3","exp8.9",2.58605792277834,1.3219641
"habit1.3","exp9.9",1.17907283848674,1.1970909
"habit1.3","exp10.9",1.51421567936868,1.2856029
"habit1.3","exp11.9",0.632540070615807,3.568795
"habit1.3","exp12.9",1.7588532419245,2.5560579
"habit1.3","exp13.9",0.383654191376579,1.2053353
"habit1.3","exp14.9",1.70217186621331,5.7885169
"habit1.3","exp15.9",1.23245307116687,0.8128797
"habit1.3","exp16.9",1.33844481317809,1.1120599
"habit1.3","exp17.9",0.443325021907381,7.1418252
"habit1.3","exp18.9",0.69078834410647,5.6130607
"habit1.3","exp19.9",1.1327400653403,1.2398838
"habit1.3","exp20.9",0.543622748324426,1.3349068
"habit1.3","exp21.9",2.67585402813574,2.2051939
"habit1.3","exp22.9",1.74962352139335,1.1841338
"habit1.3","exp1.10",1.15880278437536,9.2380003
"habit1.3","exp2.10",3.41594714793893,5.0765048
"habit1.3","exp3.10",1.32782950879305,8.2329458
"habit1.3","exp4.10",0.339172854690162,5.9502179
"habit1.3","exp5.10",0.763256349584113,5.3360304
"habit1.3","exp6.10",0.508853676566895,4.9486823
"habit1.3","exp7.10",0.881506795512889,2.2186673
"habit1.3","exp8.10",2.13213653925481,0.6768374
"habit1.3","exp9.10",1.06607099894852,4.6342481
"habit1.3","exp10.10",1.40052861889496,2.1713546
"habit1.3","exp11.10",1.96818514624219,1.7503734
"habit1.3","exp12.10",0.616990569084629,4.8138019
"habit1.3","exp13.10",0.927922280384623,3.611827
"habit1.3","exp14.10",1.96951437422718,7.1116017
"habit1.3","exp15.10",1.32424089019042,0.8886351
"habit1.3","exp16.10",1.19787435745198,0.4612653
"habit1.3","exp17.10",2.88401213335837,4.1351448
"habit1.3","exp18.10",2.11676857707632,0.2040424
"habit1.3","exp19.10",1.94472113573042,7.360595
"habit1.3","exp20.10",1.00947718562126,3.0272278
"habit1.3","exp21.10",0.748133616603289,2.1309402
"habit1.3","exp22.10",2.35811899269182,1.2120317
"habit1.3","exp1.11",1.40386151128543,2.6194059
"habit1.3","exp2.11",1.99868823568147,7.7085777
"habit1.3","exp3.11",2.64861443247137,9.8344023
"habit1.3","exp4.11",1.08562145718333,3.8056037
"habit1.3","exp5.11",0.749945413000352,5.4640467
"habit1.3","exp6.11",1.11524323244961,3.1223425
"habit1.3","exp7.11",0.772297528336136,6.2605181
"habit1.3","exp8.11",2.92599571445019,0.1798167
"habit1.3","exp9.11",0.432801332426716,0.3953138
"habit1.3","exp10.11",1.70531926303075,3.8225871
"habit1.3","exp11.11",2.14111400335286,3.4637293
"habit1.3","exp12.11",0.447513403211425,2.270084
"habit1.3","exp13.11",3.2052794044359,1.0072026
"habit1.3","exp14.11",0.654534593229834,7.6136077
"habit1.3","exp15.11",0.632553977709827,3.3329729
"habit1.3","exp16.11",0.793124885025003,3.2529243
"habit1.3","exp17.11",0.393728481727288,4.8412628
"habit1.3","exp18.11",0.501783742282487,3.1706461
"habit1.3","exp19.11",3.69250420691725,4.3801883
"habit1.3","exp20.11",0.741345886067205,3.4179149
"habit1.3","exp21.11",1.98523350039252,1.5669129
"habit1.3","exp22.11",1.61148104212495,3.6766797
"habit1.3","exp1.14",2.03437043892014,1.8021545
"habit1.3","exp2.14",3.3269895182921,8.0529593
"habit1.3","exp3.14",0.482423859365675,1.4169987
"habit1.3","exp4.14",2.31676464322497,1.0857124
"habit1.3","exp5.14",3.44119343426641,3.5568744
"habit1.3","exp6.14",0.651281133867418,3.1667749
"habit1.3","exp7.14",1.04932184404879,8.7266187
"habit1.3","exp8.14",2.85415311754385,1.2287523
"habit1.3","exp9.14",0.735313388724292,5.1955254
"habit1.3","exp10.14",1.54556581410428,2.6856149
"habit1.3","exp11.14",0.561352793811159,3.7994598
"habit1.3","exp12.14",1.96184473418311,0.1844763
"habit1.3","exp13.14",0.429937670100822,7.4250709
"habit1.3","exp14.14",0.940116090056671,11.4769929
"habit1.3","exp15.14",2.7002418649504,6.167531
"habit1.3","exp16.14",1.54194654072514,2.2470784
"habit1.3","exp17.14",3.43698396923089,1.6993868
"habit1.3","exp18.14",0.358181138555491,8.6643794
"habit1.3","exp19.14",0.768741038235617,9.1306714
"habit1.3","exp20.14",0.86714297976724,2.7782304
"habit1.3","exp21.14",2.31869354423469,0.8039979
"habit1.3","exp22.14",3.38132847471298,0.0170182
"habit2.3","habit3.3",0.974214641283186,9.1426232
"habit2.3","habit4.3",0.3341410201103,4.8379594
"habit2.3","habit5.3",1.25887083919996,1.2410419
"habit2.3","habit6.3",1.27695492342253,2.2560997
"habit2.3","habit7.3",0.544985222976949,0.0240139
"habit2.3","habit8.3",0.76883695972839,0.8629299
"habit2.3","habit9.3",1.16758162526441,5.1312142
"habit2.3","habit10.3",0.611518925434575,0.61132
"habit2.3","habit11.3",0.918508555667541,0.2631469
"habit2.3","habit12.3",0.940169236346964,4.5613686
"habit2.3","habit13.3",2.83779718953143,1.3113545
"habit2.3","habit14.3",0.803047577111005,2.4954747
"habit2.3","habit15.3",1.77662872528054,3.1283639
"habit2.3","habit16.3",2.6465168531118,2.0466331
"habit2.3","habit17.3",0.798523860176663,8.3815613
"habit2.3","habit18.3",1.9032942123585,1.5584063
"habit2.3","habit19.3",1.03243084769381,2.9560935
"habit2.3","habit20.3",1.83769738966515,0.555766
"habit2.3","habit21.3",0.759331177717591,2.8720427
"habit2.3","habit22.3",2.36353402019378,1.1983029
"habit2.3","habit1.4",1.29584099517552,2.2661307
"habit2.3","habit2.4",0.81701880106721,1.7364016
"habit2.3","habit3.4",1.38396863937466,2.2803621
"habit2.3","habit4.4",2.33305382942369,2.6361791
"habit2.3","habit5.4",1.47981776655035,2.3656235
"habit2.3","habit6.4",1.2289924353366,2.7448795
"habit2.3","habit7.4",0.509859991293623,0.4362292
"habit2.3","habit8.4",1.29420806870166,3.8022933
"habit2.3","habit9.4",1.74433883682396,1.7588915
"habit2.3","habit10.4",0.803332071870232,0.472167
"habit2.3","habit11.4",0.72845257663203,2.0501232
"habit2.3","habit12.4",1.78245351014954,3.972087
"habit2.3","habit13.4",0.959773131796273,4.3469531
"habit2.3","habit14.4",0.754821340233147,0.293598
"habit2.3","habit15.4",3.62351359885905,2.3842599
"habit2.3","habit16.4",1.17673162148245,1.8422924
"habit2.3","habit17.4",0.707020207274922,2.7008653
"habit2.3","habit18.4",2.35912278514494,0.7606771
"habit2.3","habit19.4",2.22281382377894,1.6883815
"habit2.3","habit20.4",2.37753457824816,3.3122809
"habit2.3","habit21.4",2.26880775953563,5.301357
"habit2.3","habit22.4",0.768448191176113,6.3889163
"habit2.3","exp1.7",2.00252660304329,4.5085175
"habit2.3","exp2.7",0.506347744742083,3.2334894
"habit2.3","exp3.7",1.5454938490496,8.6100395
"habit2.3","exp4.7",2.03185103418322,5.0332739
"habit2.3","exp5.7",1.02030568463052,12.5347091
"habit2.3","exp6.7",0.308112331641746,7.7595946
"habit2.3","exp7.7",0.985010855593764,5.9090306
"habit2.3","exp8.7",1.20493994182597,6.4897226
"habit2.3","exp9.7",1.81754766738368,4.3374476
"habit2.3","exp10.7",1.15747032026493,2.5539562
"habit2.3","exp11.7",1.98614040316855,3.3296139
"habit2.3","exp12.7",0.796185978262582,6.522173
"habit2.3","exp13.7",0.509028437930163,3.9776287
"habit2.3","exp14.7",0.202047700666193,1.0948786
"habit2.3","exp15.7",4.60989345826965,1.9171417
"habit2.3","exp16.7",2.55910645582069,0.9096244
"habit2.3","exp17.7",1.42628389894114,7.2858823
"habit2.3","exp18.7",0.585914685467841,2.0751102
"habit2.3","exp19.7",1.09512549881821,2.9971677
"habit2.3","exp20.7",1.853523685095,2.1225375
"habit2.3","exp21.7",3.19896233310861,5.9096327
"habit2.3","exp22.7",2.9590204260646,1.6381491
"habit2.3","exp1.8",1.48294751877556,7.2521752
"habit2.3","exp2.8",0.332060024766121,2.135961
"habit2.3","exp3.8",0.676960948084589,7.5338256
"habit2.3","exp4.8",1.81954053441739,3.0755753
"habit2.3","exp5.8",2.72843158108216,6.0890373
"habit2.3","exp6.8",0.263570581149231,7.0757703
"habit2.3","exp7.8",1.25418401028244,1.0851626
"habit2.3","exp8.8",2.41941745005179,1.916739
"habit2.3","exp9.8",2.1930057111708,5.4772858
"habit2.3","exp10.8",0.410617356420918,0.1442842
"habit2.3","exp11.8",0.965770139755139,2.5096167
"habit2.3","exp12.8",0.863262205197426,6.7009274
"habit2.3","exp13.8",2.12346198280079,0.7571008
"habit2.3","exp14.8",0.494007842313513,0.6844569
"habit2.3","exp15.8",1.64458305681917,4.4896972
"habit2.3","exp16.8",3.32531491215968,0.833664
"habit2.3","exp17.8",2.29111238138616,6.9482137
"habit2.3","exp18.8",4.99611482672313,9.4086442
"habit2.3","exp19.8",0.824997544484786,1.9455161
"habit2.3","exp20.8",2.42021820824868,1.5295532
"habit2.3","exp21.8",1.53299494901392,2.6528759
"habit2.3","exp22.8",3.93641322775847,2.6944415
"habit2.3","exp1.9",2.60561862583087,8.3801644
"habit2.3","exp2.9",1.84872923869902,5.9312407
"habit2.3","exp3.9",2.10655151247877,6.3516494
"habit2.3","exp4.9",1.52644550318773,5.3891062
"habit2.3","exp5.9",3.03200191315027,2.5640682
"habit2.3","exp6.9",3.10947222359439,5.5311426
"habit2.3","exp7.9",1.68463960770848,0.5819801
"habit2.3","exp8.9",3.09568697273893,2.7435167
"habit2.3","exp9.9",1.58688253593582,2.6186435
"habit2.3","exp10.9",1.08046855060757,2.7071556
"habit2.3","exp11.9",0.693420445082713,2.1472423
"habit2.3","exp12.9",2.18884054994268,3.9776105
"habit2.3","exp13.9",0.482392217646146,2.6268879
"habit2.3","exp14.9",1.15878009322817,4.3669643
"habit2.3","exp15.9",1.73054539815668,2.2344323
"habit2.3","exp16.9",1.91519270191459,0.3094928
"habit2.3","exp17.9",0.726464304256726,8.5633778
"habit2.3","exp18.9",1.22690324361225,4.1915081
"habit2.3","exp19.9",1.6200054609951,0.1816688
"habit2.3","exp20.9",0.414225450479108,0.0866458
"habit2.3","exp21.9",3.22677986534187,3.6267465
"habit2.3","exp22.9",2.29429067797753,2.6056865
"habit2.3","exp1.10",0.652499640173035,10.6595529
"habit2.3","exp2.10",2.88519687416927,3.6549522
"habit2.3","exp3.10",0.842795897169438,9.6544984
"habit2.3","exp4.10",0.794864017494297,7.3717705
"habit2.3","exp5.10",1.09857505270218,6.7575831
"habit2.3","exp6.10",0.522793078224784,6.3702349
"habit2.3","exp7.10",0.791949334407289,0.7971146
"habit2.3","exp8.10",2.65111381867403,2.09839
"habit2.3","exp9.10",1.54509559115974,6.0558007
"habit2.3","exp10.10",1.04450005460263,0.7498019
"habit2.3","exp11.10",1.50744092679688,3.171926
"habit2.3","exp12.10",0.433327066336333,6.2353546
"habit2.3","exp13.10",0.84988404638924,2.1902744
"habit2.3","exp14.10",1.64382705685738,5.690049
"habit2.3","exp15.10",0.991803103145992,2.3101878
"habit2.3","exp16.10",1.77002020281229,1.8828179
"habit2.3","exp17.10",3.31795587450966,5.5566974
"habit2.3","exp18.10",1.59020210164544,1.625595
"habit2.3","exp19.10",1.48187771543986,5.9390423
"habit2.3","exp20.10",1.59640064762627,4.4487804
"habit2.3","exp21.10",1.29216272903335,3.5524928
"habit2.3","exp22.10",2.88683261482874,2.6335843
"habit2.3","exp1.11",1.95942019882016,4.0409585
"habit2.3","exp2.11",1.45461864255216,6.2870251
"habit2.3","exp3.11",2.14423091176106,11.255955
"habit2.3","exp4.11",0.505157856846723,5.2271563
"habit2.3","exp5.11",0.287357638601463,6.8855994
"habit2.3","exp6.11",1.61672826323803,4.5438952
"habit2.3","exp7.11",0.717333150734018,4.8389655
"habit2.3","exp8.11",2.4338883290391,1.2417359
"habit2.3","exp9.11",0.731591326890716,1.8168664
"habit2.3","exp10.11",1.21028091564227,2.4010345
"habit2.3","exp11.11",1.60837724703518,2.0421767
"habit2.3","exp12.11",0.637010440336925,3.6916366
"habit2.3","exp13.11",2.72487191037004,2.4287552
"habit2.3","exp14.11",0.742292124467965,6.1920551
"habit2.3","exp15.11",0.532907930048542,1.9114203
"habit2.3","exp16.11",0.307691516503151,1.8313717
"habit2.3","exp17.11",0.382450474633633,6.2628154
"habit2.3","exp18.11",1.11262594769191,1.7490934
"habit2.3","exp19.11",3.10151361106254,2.9586357
"habit2.3","exp20.11",0.436490360451786,1.9963622
"habit2.3","exp21.11",1.54888842124086,2.9884656
"habit2.3","exp22.11",2.17755385548122,5.0982323
"habit2.3","exp1.14",2.5324843658945,3.2237071
"habit2.3","exp2.14",2.77818123860039,6.6314067
"habit2.3","exp3.14",0.512210899191528,2.8385514
"habit2.3","exp4.14",2.75691381916984,2.507265
"habit2.3","exp5.14",3.89444822073187,4.978427
"habit2.3","exp6.14",1.20619783670433,4.5883275
"habit2.3","exp7.14",1.37243038812387,7.3050661
"habit2.3","exp8.14",3.33791822417494,0.1928003
"habit2.3","exp9.14",1.20217381901608,3.7739728
"habit2.3","exp10.14",1.03487206888876,1.2640623
"habit2.3","exp11.14",0.442694558031205,2.3779072
"habit2.3","exp12.14",2.38717652141373,1.6060289
"habit2.3","exp13.14",0.945792547370734,6.0035183
"habit2.3","exp14.14",0.675118490854033,10.0554403
"habit2.3","exp15.14",3.26799410408312,4.7459784
"habit2.3","exp16.14",2.10318077925559,0.8255257
"habit2.3","exp17.14",3.83940042507638,3.1209394
"habit2.3","exp18.14",0.781918358950642,7.2428268
"habit2.3","exp19.14",0.749644201605181,7.7091188
"habit2.3","exp20.14",1.43542949296102,1.3566778
"habit2.3","exp21.14",2.84786335291338,2.2255506
"habit2.3","exp22.14",2.82730756355627,1.4385708
"habit3.3","habit4.3",1.15996383419564,4.3046638
"habit3.3","habit5.3",2.00520739604272,7.9015814
"habit3.3","habit6.3",2.12573878679421,6.8865236
"habit3.3","habit7.3",1.18204463461254,9.1666371
"habit3.3","habit8.3",1.65787919626314,8.2796933
"habit3.3","habit9.3",0.495229773583494,14.2738374
"habit3.3","habit10.3",0.84719058015894,8.5313032
"habit3.3","habit11.3",1.39678576626127,9.4057701
"habit3.3","habit12.3",1.70643500326143,4.5812546
"habit3.3","habit13.3",3.72213413291266,10.4539777
"habit3.3","habit14.3",1.55608905833389,11.6380979
"habit3.3","habit15.3",2.6148170341217,6.0142593
"habit3.3","habit16.3",3.41393610953497,7.0959901
"habit3.3","habit17.3",1.72846376390674,0.7610619
"habit3.3","habit18.3",2.79537443655198,7.5842169
"habit3.3","habit19.3",1.70517281596274,6.1865297
"habit3.3","habit20.3",2.67554552455736,9.6983893
"habit3.3","habit21.3",0.816667478567866,6.2705805
"habit3.3","habit22.3",3.28990807806376,7.9443203
"habit3.3","habit1.4",1.96206681758385,6.8764926
"habit3.3","habit2.4",1.78504527818446,10.8790248
"habit3.3","habit3.4",0.424256915934774,6.8622611
"habit3.3","habit4.4",3.22915904678175,11.7788023
"habit3.3","habit5.4",2.38961565491257,6.7769997
"habit3.3","habit6.4",2.09196513504149,6.3977437
"habit3.3","habit7.4",0.810848085099294,8.706394
"habit3.3","habit8.4",1.97190996235723,5.3403299
"habit3.3","habit9.4",2.58285684417583,7.3837317
"habit3.3","habit10.4",1.68179465901925,9.6147902
"habit3.3","habit11.4",1.52853534884987,11.1927464
"habit3.3","habit12.4",2.65646945456132,5.1705362
"habit3.3","habit13.4",1.87335898262806,4.7956701
"habit3.3","habit14.4",1.55638888420458,9.4362213
"habit3.3","habit15.4",4.50263310390391,6.7583633
"habit3.3","habit16.4",2.05137380880747,7.3003308
"habit3.3","habit17.4",1.68038561153504,6.4417579
